,id,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,pt_condo,pt_apartment,pt_house,pt_rental_unit,pt_hotel,pt_hostel,rt_entire_home/ap,rt_private_room,rt_shared_room,geometry,neighbourhood
0,23163,50.08229,14.41552,4,1.0,1.0,2.0,158.20000000000002,1,365,30,4.9,0,0,0,1,0,0,1,0,0,POINT (14.41552 50.08229),Praha 1
1,23169,50.0883,14.42272,3,1.0,1.0,2.0,118.2,1,365,117,4.73,0,0,0,1,0,0,1,0,0,POINT (14.42272 50.0883),Praha 1
2,26755,50.08729,14.43179,4,1.5,1.0,2.0,128.92000000000002,3,700,358,4.94,0,0,0,1,0,0,1,0,0,POINT (14.43179 50.08729),Praha 1
3,30762,50.08821,14.42623,6,1.0,2.0,3.0,269.64,1,365,16,4.75,0,1,0,0,0,0,1,0,0,POINT (14.42623 50.08821),Praha 1
4,42514,50.08228,14.41345,3,1.0,1.0,2.0,110.52,7,365,333,4.76,0,0,0,1,0,0,1,0,0,POINT (14.41345 50.08228),Praha 1
5,52148,50.06996574291571,14.430666050424191,7,1.0,1.0,4.0,76.76,1,365,227,4.6,0,0,0,1,0,0,1,0,0,POINT (14.430666050424191 50.06996574291571),Praha 2
7,55856,50.07617,14.43308,4,1.0,1.0,2.0,97.36,2,365,360,4.57,0,0,0,1,0,0,1,0,0,POINT (14.43308 50.07617),Praha 2
8,70003,50.08557,14.45098,3,1.0,1.0,2.0,60.84,2,365,241,4.42,0,0,0,1,0,0,1,0,0,POINT (14.45098 50.08557),Praha 3
9,75298,50.092285,14.4329,2,1.0,1.0,1.0,89.24,3,30,35,4.74,0,0,0,1,0,0,1,0,0,POINT (14.4329 50.092285),Praha 1
10,79373,50.08844,14.42424,4,1.0,1.0,2.0,121.68,1,365,52,4.69,0,0,0,1,0,0,1,0,0,POINT (14.42424 50.08844),Praha 1
11,79381,50.08943,14.42373,4,1.5,1.0,1.0,121.68,1,365,17,4.88,0,0,0,1,0,0,1,0,0,POINT (14.42373 50.08943),Praha 1
12,79387,50.08943,14.42373,4,1.0,1.0,2.0,116.84,1,365,27,4.81,0,0,0,1,0,0,1,0,0,POINT (14.42373 50.08943),Praha 1
13,79711,50.08051,14.41487,4,1.0,1.0,2.0,137.68,1,365,20,4.65,0,0,0,1,0,0,1,0,0,POINT (14.41487 50.08051),Praha 1
14,83067,50.08409,14.41352,4,1.0,1.0,4.0,125.04,3,365,220,4.53,0,0,0,1,0,0,1,0,0,POINT (14.41352 50.08409),Praha 1
15,83855,50.08409,14.41352,5,1.0,1.0,3.0,129.36,3,365,246,4.57,0,0,0,1,0,0,1,0,0,POINT (14.41352 50.08409),Praha 1
16,83856,50.08385,14.41463,5,1.0,1.0,3.0,130.8,3,365,398,4.64,0,0,0,1,0,0,1,0,0,POINT (14.41463 50.08385),Praha 1
17,85790,50.07744,14.4141,12,1.5,3.0,12.0,263.96,1,365,134,4.62,0,0,0,1,0,0,1,0,0,POINT (14.4141 50.07744),Praha 1
18,85884,50.10175,14.43304,1,1.5,1.0,1.0,26.68,30,365,62,4.86,0,0,0,1,0,0,0,1,0,POINT (14.43304 50.10175),Praha 7
19,98852,50.08588,14.42145,2,1.0,1.0,1.0,91.28,2,15,603,4.75,0,0,0,1,0,0,1,0,0,POINT (14.42145 50.08588),Praha 1
20,106207,50.08766,14.451,4,1.0,1.0,2.0,67.8,2,365,305,4.6,0,0,0,1,0,0,1,0,0,POINT (14.451 50.08766),Praha 3
21,109549,50.09104,14.42533,4,1.0,2.0,2.0,88.0,20,1125,171,4.79,1,0,0,0,0,0,1,0,0,POINT (14.42533 50.09104),Praha 1
22,111141,50.08589,14.45203,3,1.0,1.0,2.0,57.08,2,365,240,4.49,0,0,0,1,0,0,1,0,0,POINT (14.45203 50.08589),Praha 3
23,112281,50.07905,14.42732,8,0.0,1.0,2.0,113.0,2,365,256,4.6,0,0,0,1,0,0,1,0,0,POINT (14.42732 50.07905),Praha 1
24,117451,50.06625,14.40245,4,1.0,1.0,2.0,82.84,1,365,319,4.71,0,0,0,0,0,0,1,0,0,POINT (14.40245 50.06625),Praha 5
25,173114,50.091067734318685,14.423598800541122,4,1.0,1.0,1.0,108.36,3,400,380,4.69,0,0,0,1,0,0,1,0,0,POINT (14.423598800541122 50.091067734318685),Praha 1
26,176243,50.08827218384488,14.42322947611544,8,1.0,3.0,5.0,238.0,4,280,424,4.62,0,0,0,1,0,0,1,0,0,POINT (14.42322947611544 50.08827218384488),Praha 1
27,181641,50.08685,14.41432,2,1.0,1.0,1.0,50.72,2,365,184,4.19,0,0,0,1,0,0,1,0,0,POINT (14.41432 50.08685),Praha 1
28,181951,50.08267,14.42895,3,1.0,1.0,2.0,79.96000000000001,2,365,138,4.03,0,0,0,1,0,0,1,0,0,POINT (14.42895 50.08267),Praha 1
29,182072,50.0795,14.44812,5,1.0,1.0,3.0,119.96000000000001,2,365,34,4.24,1,0,0,0,0,0,1,0,0,POINT (14.44812 50.0795),Praha 3
30,182772,50.08354,14.41276,4,1.0,1.0,2.0,130.52,3,365,193,4.65,0,0,0,1,0,0,1,0,0,POINT (14.41276 50.08354),Praha 1
31,183338,50.0792350769043,14.429807662963867,3,1.0,1.0,3.0,60.56,2,1125,286,4.8,0,0,0,1,0,0,1,0,0,POINT (14.429807662963867 50.0792350769043),Praha 1
32,186750,50.08499,14.45316,4,1.0,0.0,2.0,77.72,3,180,562,4.76,0,0,0,1,0,0,1,0,0,POINT (14.45316 50.08499),Praha 3
33,191254,50.08136,14.41477,6,1.0,2.0,4.0,171.52,2,365,381,4.72,0,0,0,1,0,0,1,0,0,POINT (14.41477 50.08136),Praha 1
34,191474,50.09124,14.42863,5,1.0,1.0,3.0,189.88,2,365,36,4.59,0,0,0,1,0,0,1,0,0,POINT (14.42863 50.09124),Praha 1
35,191547,50.09124,14.42863,8,2.0,2.0,2.0,294.64,2,365,45,4.64,0,0,0,1,0,0,1,0,0,POINT (14.42863 50.09124),Praha 1
36,191554,50.09124,14.42863,2,1.0,1.0,1.0,101.88,2,365,56,4.21,0,0,0,1,0,0,1,0,0,POINT (14.42863 50.09124),Praha 1
37,199947,50.08051186676624,14.420989570206713,10,2.0,3.0,7.0,531.36,1,1125,139,4.62,0,0,0,1,0,0,1,0,0,POINT (14.420989570206713 50.08051186676624),Praha 1
38,202545,50.07912,14.40417,11,2.5,4.0,8.0,985.6800000000001,1,1125,47,4.6,0,0,0,1,0,0,1,0,0,POINT (14.40417 50.07912),Praha 5
39,207373,50.07688,14.41391,12,2.0,3.0,12.0,310.44,1,365,248,4.64,0,0,0,1,0,0,1,0,0,POINT (14.41391 50.07688),Praha 1
40,208007,50.07687,14.41414,7,1.0,2.0,7.0,278.72,1,365,148,4.47,0,0,0,1,0,0,1,0,0,POINT (14.41414 50.07687),Praha 1
41,209774,50.07923186310829,14.419146421482573,12,1.5,3.0,12.0,279.32,1,365,72,4.2,0,0,0,1,0,0,1,0,0,POINT (14.419146421482573 50.07923186310829),Praha 1
42,224386,50.09146,14.41863,12,2.0,3.0,12.0,310.44,1,365,167,4.27,0,0,0,1,0,0,1,0,0,POINT (14.41863 50.09146),Praha 1
43,224457,50.08737,14.41071,5,1.0,2.0,0.0,107.92,2,10,266,4.57,0,0,0,1,0,0,1,0,0,POINT (14.41071 50.08737),Praha 1
44,247267,50.08704,14.43397,3,1.0,1.0,4.0,79.68,3,365,483,4.82,0,0,0,1,0,0,1,0,0,POINT (14.43397 50.08704),Praha 1
45,254484,50.086,14.40397,2,1.0,1.0,2.0,115.68,1,365,258,4.78,0,0,0,1,0,0,1,0,0,POINT (14.40397 50.086),Praha 1
46,278550,50.08102,14.41932,12,2.0,3.0,12.0,279.32,1,365,141,4.34,0,0,0,1,0,0,1,0,0,POINT (14.41932 50.08102),Praha 1
47,278580,50.07922,14.42084,6,1.0,1.0,6.0,151.96,1,365,56,3.91,0,0,0,1,0,0,1,0,0,POINT (14.42084 50.07922),Praha 1
48,279773,50.08915,14.4186,4,1.0,1.0,1.0,72.88,2,1125,529,4.68,0,0,0,1,0,0,1,0,0,POINT (14.4186 50.08915),Praha 1
49,287716,50.08229,14.41552,6,2.5,2.0,3.0,279.88,1,365,31,4.97,0,0,0,1,0,0,1,0,0,POINT (14.41552 50.08229),Praha 1
50,287734,50.08821,14.42623,8,2.0,3.0,4.0,349.44,1,365,32,4.91,0,1,0,0,0,0,1,0,0,POINT (14.42623 50.08821),Praha 1
51,302265,50.07417,14.42633,4,1.0,1.0,2.0,115.16,2,999,10,4.8,0,0,0,0,1,0,0,0,0,POINT (14.42633 50.07417),Praha 2
52,304027,50.07472,14.4226,16,8.0,1.0,6.0,26.36,1,25,244,4.57,0,0,0,0,0,0,0,0,1,POINT (14.4226 50.07472),Praha 2
53,318204,50.07306,14.4311,4,1.0,1.0,1.0,89.08,2,60,257,4.58,0,0,0,1,0,0,1,0,0,POINT (14.4311 50.07306),Praha 2
54,320262,50.07396,14.43007,4,1.0,1.0,2.0,81.72,2,60,297,4.54,0,0,0,1,0,0,1,0,0,POINT (14.43007 50.07396),Praha 2
55,324586,50.09227,14.43225,6,1.5,2.0,2.0,278.16,3,1124,81,4.9,0,0,0,1,0,0,1,0,0,POINT (14.43225 50.09227),Praha 1
56,342963,50.05381,14.53234,5,1.0,1.0,2.0,62.84,2,180,180,4.83,0,0,0,0,0,0,1,0,0,POINT (14.53234 50.05381),Praha 15
57,342968,50.053535,14.531203,5,1.0,1.0,2.0,62.84,2,90,134,4.8,0,0,0,0,0,0,1,0,0,POINT (14.531203 50.053535),Praha 15
58,346142,50.07583,14.41401,7,1.0,2.0,7.0,212.24,1,365,79,4.37,0,0,0,1,0,0,1,0,0,POINT (14.41401 50.07583),Praha 2
59,374937,50.07858,14.42901,2,1.0,1.0,1.0,59.52,2,1125,445,4.87,0,0,0,1,0,0,1,0,0,POINT (14.42901 50.07858),Praha 1
60,408724,50.08779,14.45004,4,1.0,1.0,2.0,59.24,2,365,238,4.43,0,0,0,0,1,0,1,0,0,POINT (14.45004 50.08779),Praha 3
61,415145,50.09123,14.42331,8,2.5,4.0,7.0,472.28000000000003,3,1124,234,4.91,0,0,0,1,0,0,1,0,0,POINT (14.42331 50.09123),Praha 1
62,448629,50.0876,14.39812,3,1.0,1.0,3.0,68.8,2,1125,52,4.96,0,0,0,0,0,0,0,1,0,POINT (14.39812 50.0876),Praha 1
63,458931,50.08427047729492,14.43051528930664,6,1.0,1.0,3.0,94.76,2,365,299,4.64,0,0,0,1,0,0,1,0,0,POINT (14.43051528930664 50.08427047729492),Praha 1
64,465196,50.08955,14.41992,9,2.0,2.0,9.0,265.56,1,365,170,4.54,0,0,0,1,0,0,1,0,0,POINT (14.41992 50.08955),Praha 1
65,493375,50.09191,14.45083,2,1.5,1.0,1.0,40.0,2,5,230,4.89,0,0,0,1,0,0,0,1,0,POINT (14.45083 50.09191),Praha 8
66,498646,50.07181,14.41646,2,1.0,1.0,1.0,86.2,4,30,350,4.7,0,0,0,1,0,0,1,0,0,POINT (14.41646 50.07181),Praha 2
67,531975,50.09122,14.46072,4,1.0,1.0,1.0,54.2,1,1125,181,4.48,0,0,0,1,0,0,1,0,0,POINT (14.46072 50.09122),Praha 3
68,535968,50.08448,14.45519,4,1.0,1.0,2.0,105.76,2,365,373,4.41,0,0,0,1,0,0,1,0,0,POINT (14.45519 50.08448),Praha 3
69,536364,50.08082,14.42138,14,2.5,5.0,14.0,433.6,2,1125,214,4.52,0,0,0,1,0,0,1,0,0,POINT (14.42138 50.08082),Praha 1
71,546405,50.07791,14.44081,2,1.0,1.0,1.0,26.0,2,1125,427,4.71,0,0,0,1,0,0,0,1,0,POINT (14.44081 50.07791),Praha 2
72,547555,50.0846,14.41673,6,1.0,2.0,3.0,285.08,2,1124,79,4.71,0,0,0,1,0,0,1,0,0,POINT (14.41673 50.0846),Praha 1
73,549347,50.0863,14.41834,6,1.0,2.0,3.0,507.04,2,60,11,4.8,0,0,0,1,0,0,1,0,0,POINT (14.41834 50.0863),Praha 1
74,549837,50.08579,14.4183,6,1.0,2.0,3.0,259.32,2,60,89,4.8,0,0,0,1,0,0,1,0,0,POINT (14.4183 50.08579),Praha 1
75,551794,50.08632,14.41838,4,1.0,0.0,2.0,181.08,2,60,48,4.88,0,0,0,1,0,0,1,0,0,POINT (14.41838 50.08632),Praha 1
76,551962,50.08617,14.41655,4,1.0,0.0,2.0,181.08,2,60,37,4.59,0,0,0,1,0,0,1,0,0,POINT (14.41655 50.08617),Praha 1
77,552021,50.08455,14.41683,4,1.5,1.0,2.0,199.64000000000001,2,60,40,4.87,0,0,0,1,0,0,1,0,0,POINT (14.41683 50.08455),Praha 1
78,595310,50.08068,14.45372,2,1.0,1.0,2.0,52.0,6,60,184,4.81,1,0,0,0,0,0,1,0,0,POINT (14.45372 50.08068),Praha 3
79,599948,50.08312,14.43043,8,2.0,4.0,5.0,398.40000000000003,3,1124,117,4.92,0,0,0,1,0,0,1,0,0,POINT (14.43043 50.08312),Praha 1
80,602115,50.08657,14.41783,6,1.0,1.0,3.0,222.8,2,60,51,4.82,0,0,0,1,0,0,1,0,0,POINT (14.41783 50.08657),Praha 1
81,604720,50.08497,14.41731,4,1.0,1.0,2.0,173.84,2,60,42,4.67,0,0,0,1,0,0,1,0,0,POINT (14.41731 50.08497),Praha 1
82,604777,50.08494,14.41711,6,1.0,1.0,3.0,222.8,2,60,17,4.65,0,0,0,1,0,0,1,0,0,POINT (14.41711 50.08494),Praha 1
83,604792,50.08681,14.4175,4,1.0,1.0,2.0,173.84,2,60,23,4.61,0,1,0,0,0,0,0,0,0,POINT (14.4175 50.08681),Praha 1
84,605711,50.08519,14.41903,6,2.0,2.0,3.0,254.84,2,60,87,4.66,0,0,0,1,0,0,1,0,0,POINT (14.41903 50.08519),Praha 1
85,628063,50.08869,14.39497,2,1.0,0.0,1.0,66.64,21,90,272,4.93,0,0,0,1,0,0,1,0,0,POINT (14.39497 50.08869),Praha 1
86,647564,50.08950805664063,14.425211906433104,2,1.0,1.0,2.0,86.32000000000001,2,90,60,4.56,0,0,0,1,0,0,1,0,0,POINT (14.425211906433104 50.08950805664063),Praha 1
89,659531,50.08737,14.42567,6,1.0,2.0,7.0,304.24,7,999,159,4.66,0,0,0,1,0,0,1,0,0,POINT (14.42567 50.08737),Praha 1
90,659540,50.08894,14.42518,12,1.0,3.0,12.0,709.84,7,1125,116,4.71,0,0,0,1,0,0,1,0,0,POINT (14.42518 50.08894),Praha 1
91,660960,50.07295,14.43809,3,1.0,1.0,2.0,41.88,1,365,148,4.82,0,0,0,1,0,0,1,0,0,POINT (14.43809 50.07295),Praha 2
92,661323,50.08666,14.40388,2,1.0,0.0,2.0,64.56,5,62,99,4.96,0,0,0,1,0,0,1,0,0,POINT (14.40388 50.08666),Praha 1
93,662810,50.08864,14.39495,3,1.0,1.0,2.0,91.28,21,90,266,4.91,0,0,0,1,0,0,1,0,0,POINT (14.39495 50.08864),Praha 1
94,662817,50.08865,14.39481,2,1.0,0.0,1.0,77.52,21,60,270,4.86,0,0,0,1,0,0,1,0,0,POINT (14.39481 50.08865),Praha 1
95,668858,50.09043,14.41918,4,1.0,1.0,2.0,88.24,2,1125,55,4.69,0,0,0,1,0,0,1,0,0,POINT (14.41918 50.09043),Praha 1
96,668880,50.09061,14.41986,4,1.0,2.0,2.0,96.32000000000001,2,1125,60,4.63,0,0,0,1,0,0,1,0,0,POINT (14.41986 50.09061),Praha 1
97,668902,50.09061,14.41986,4,1.5,2.0,3.0,120.68,2,1125,93,4.59,0,0,0,1,0,0,1,0,0,POINT (14.41986 50.09061),Praha 1
98,668908,50.09061,14.41986,4,1.5,2.0,3.0,120.68,2,1125,52,4.5,0,0,0,1,0,0,1,0,0,POINT (14.41986 50.09061),Praha 1
100,679022,50.09275,14.45136,4,1.0,1.0,3.0,125.88000000000001,1,90,144,4.33,0,1,0,0,0,0,1,0,0,POINT (14.45136 50.09275),Praha 8
101,679276,50.07798,14.40526,5,1.0,1.0,2.0,141.96,2,14,62,4.82,0,0,0,1,0,0,1,0,0,POINT (14.40526 50.07798),Praha 5
103,690105,50.08944,14.41913,5,1.5,2.0,3.0,216.28,1,365,695,4.9,0,0,0,1,0,0,1,0,0,POINT (14.41913 50.08944),Praha 1
104,691240,50.07693,14.43056,4,1.0,2.0,2.0,141.96,3,1124,272,4.91,0,0,0,1,0,0,1,0,0,POINT (14.43056 50.07693),Praha 2
105,691380,50.10753,14.48969,3,1.0,1.0,2.0,91.44,3,1124,108,4.94,0,0,0,1,0,0,1,0,0,POINT (14.48969 50.10753),Praha 9
106,692045,50.07931,14.38053,3,1.0,1.0,1.0,88.24,3,10,23,4.82,0,0,0,1,0,0,1,0,0,POINT (14.38053 50.07931),Praha 5
107,695142,50.10026,14.43671,4,1.5,1.0,4.0,71.04,2,1125,73,4.82,0,0,0,1,0,0,1,0,0,POINT (14.43671 50.10026),Praha 7
108,696261,50.08818,14.42567,4,1.0,1.0,4.0,405.64,7,112,144,4.54,0,0,0,1,0,0,1,0,0,POINT (14.42567 50.08818),Praha 1
109,696837,50.08246,14.41346,4,1.0,1.0,2.0,128.28,3,1125,471,4.89,0,0,0,1,0,0,1,0,0,POINT (14.41346 50.08246),Praha 1
110,699944,50.06802,14.48399,4,1.5,2.0,3.0,129.36,5,1125,29,4.58,0,0,0,0,0,0,1,0,0,POINT (14.48399 50.06802),Praha 10
113,707963,50.08879,14.40003,4,1.0,1.0,2.0,81.84,2,1125,107,4.78,0,0,0,1,0,0,1,0,0,POINT (14.40003 50.08879),Praha 1
116,733462,50.07984,14.42627,2,1.5,1.0,1.0,128.72,1,1125,17,4.35,0,1,0,0,0,0,0,1,0,POINT (14.42627 50.07984),Praha 1
117,735375,50.07822,14.42178,2,1.0,1.0,1.0,91.60000000000001,2,1125,223,4.35,0,0,0,1,0,0,1,0,0,POINT (14.42178 50.07822),Praha 1
118,739378,50.0921,14.48184,2,1.5,2.0,2.0,54.76,14,360,16,4.47,1,0,0,0,0,0,1,0,0,POINT (14.48184 50.0921),Praha 3
121,757660,50.08247,14.32032,2,1.0,1.0,1.0,47.24,2,365,53,4.7,0,0,0,0,0,0,0,1,0,POINT (14.32032 50.08247),Praha 6
122,777881,50.08612,14.44505,5,2.0,2.0,5.0,90.24,2,60,3,4.5,0,0,0,1,0,0,1,0,0,POINT (14.44505 50.08612),Praha 3
123,780659,50.0858,14.4472,4,2.0,2.0,3.0,67.16,2,60,8,4.57,0,0,0,1,0,0,1,0,0,POINT (14.4472 50.0858),Praha 3
124,780866,50.08718,14.44483,3,1.0,1.0,4.0,35.36,2,60,338,4.84,1,0,0,0,0,0,1,0,0,POINT (14.44483 50.08718),Praha 3
125,782440,50.08704,14.44539,2,1.0,1.0,2.0,26.52,3,60,364,4.75,0,0,0,1,0,0,0,1,0,POINT (14.44539 50.08704),Praha 3
126,782489,50.08525,14.44513,2,1.0,1.0,3.0,25.04,3,60,343,4.68,0,0,0,1,0,0,0,1,0,POINT (14.44513 50.08525),Praha 3
127,782770,50.0852,14.44644,2,1.0,1.0,1.0,26.48,3,60,331,4.77,0,0,0,1,0,0,0,1,0,POINT (14.44644 50.0852),Praha 3
128,790196,50.0815,14.42123,4,1.5,1.0,2.0,112.36,1,1125,718,4.78,0,0,0,1,0,0,1,0,0,POINT (14.42123 50.0815),Praha 1
129,797201,50.08787,14.42235,2,1.0,0.0,1.0,128.2,2,999,9,4.89,0,0,0,1,0,0,1,0,0,POINT (14.42235 50.08787),Praha 1
130,814677,50.08588,14.42116,6,1.0,2.0,3.0,169.92000000000002,2,1125,53,4.36,0,0,0,1,0,0,1,0,0,POINT (14.42116 50.08588),Praha 1
131,814687,50.08588,14.42116,6,1.0,2.0,2.0,187.32,2,1125,16,4.69,0,0,0,1,0,0,1,0,0,POINT (14.42116 50.08588),Praha 1
132,814691,50.08588,14.42116,8,2.0,3.0,4.0,267.0,2,1125,152,4.64,0,0,0,1,0,0,1,0,0,POINT (14.42116 50.08588),Praha 1
133,818015,50.09021,14.42616,3,1.0,1.0,2.0,34.480000000000004,2,365,569,4.42,0,0,0,1,0,0,0,1,0,POINT (14.42616 50.09021),Praha 1
134,818081,50.09014,14.42619,3,1.0,1.0,2.0,35.64,2,365,772,4.33,0,0,0,1,0,0,0,1,0,POINT (14.42619 50.09014),Praha 1
135,820954,50.08754,14.40874,6,1.5,2.0,4.0,212.96,1,1125,203,4.95,0,1,0,0,0,0,1,0,0,POINT (14.40874 50.08754),Praha 1
136,822456,50.07692,14.41433,9,1.0,2.0,9.0,212.24,1,365,109,4.45,0,0,0,1,0,0,1,0,0,POINT (14.41433 50.07692),Praha 2
137,822938,50.09101,14.42872,4,1.0,1.0,2.0,175.68,2,365,63,4.48,0,0,0,1,0,0,1,0,0,POINT (14.42872 50.09101),Praha 1
138,823030,50.09101,14.42872,4,1.0,1.0,2.0,159.12,2,1124,36,4.31,0,0,0,1,0,0,1,0,0,POINT (14.42872 50.09101),Praha 1
139,843670,50.08431,14.423,6,1.5,2.0,5.0,114.44,3,1125,178,4.9,0,0,0,1,0,0,1,0,0,POINT (14.423 50.08431),Praha 1
141,855669,50.09034,14.42725,4,1.0,1.0,2.0,111.8,2,1125,79,4.1,0,0,0,1,0,0,1,0,0,POINT (14.42725 50.09034),Praha 1
143,874212,50.10039,14.4313,3,1.0,1.0,4.0,90.84,3,1000,71,4.73,0,0,0,1,0,0,1,0,0,POINT (14.4313 50.10039),Praha 7
144,874482,50.09884,14.42953,5,1.5,2.0,6.0,123.44,3,1000,59,4.61,0,0,0,1,0,0,1,0,0,POINT (14.42953 50.09884),Praha 7
145,876329,50.0876,14.39812,6,1.5,2.0,4.0,86.2,2,1125,25,5.0,0,0,0,0,0,0,0,1,0,POINT (14.39812 50.0876),Praha 1
151,935534,50.05958,14.42289,2,1.0,1.0,2.0,55.76,2,300,175,4.62,0,0,0,1,0,0,1,0,0,POINT (14.42289 50.05958),Praha 4
153,976660,50.10003,14.41659,4,1.0,2.0,2.0,68.8,3,1125,120,4.68,0,0,0,1,0,0,1,0,0,POINT (14.41659 50.10003),Praha 7
155,987875,50.10851,14.5387,2,1.0,1.0,1.0,102.84,2,30,19,4.53,0,0,0,1,0,0,0,1,0,POINT (14.5387 50.10851),Praha 14
156,991924,50.09143,14.4281,3,1.0,1.0,2.0,29.400000000000002,2,1125,575,4.48,0,0,0,1,0,0,0,1,0,POINT (14.4281 50.09143),Praha 1
157,993197,50.06521,14.35803,2,1.0,1.0,3.0,106.0,1,365,15,4.4,0,0,0,0,0,0,1,0,0,POINT (14.35803 50.06521),Praha 5
158,994758,50.07705,14.40825,4,1.0,1.0,2.0,88.44,2,90,412,4.57,0,0,0,1,0,0,1,0,0,POINT (14.40825 50.07705),Praha 5
159,995953,50.06524,14.42953,4,1.5,2.0,2.0,55.76,1,120,202,4.78,0,0,0,0,0,0,1,0,0,POINT (14.42953 50.06524),Praha 2
160,1000103,50.10161028878581,14.429512329504329,4,1.0,1.0,0.0,92.72,2,1125,26,4.73,0,0,0,1,0,0,1,0,0,POINT (14.429512329504329 50.10161028878581),Praha 7
161,1000340,50.0824,14.42333,3,1.5,3.0,3.0,78.08,21,365,107,4.67,1,0,0,0,0,0,1,0,0,POINT (14.42333 50.0824),Praha 1
162,1015821,50.08687,14.39608,5,1.0,2.0,5.0,120.24000000000001,30,365,36,4.92,0,0,0,1,0,0,1,0,0,POINT (14.39608 50.08687),Praha 1
163,1020234,50.08579,14.42179,4,1.0,1.0,2.0,93.44,2,365,507,4.5,0,0,0,1,0,0,1,0,0,POINT (14.42179 50.08579),Praha 1
164,1043941,50.0638,14.43642,8,1.0,2.0,4.0,160.0,3,120,104,4.78,0,0,0,1,0,0,1,0,0,POINT (14.43642 50.0638),Praha 4
165,1064766,50.10569,14.43433,2,1.0,2.0,1.0,40.0,2,1125,763,4.59,0,0,0,1,0,0,1,0,0,POINT (14.43433 50.10569),Praha 7
166,1072946,50.09532716485353,14.50264386959819,4,1.5,1.0,2.0,157.32,3,1125,57,4.84,0,0,0,1,0,0,1,0,0,POINT (14.50264386959819 50.09532716485353),Praha 9
167,1073417,50.07822,14.42362,8,2.0,3.0,6.0,257.88,3,1125,29,4.86,0,0,0,1,0,0,1,0,0,POINT (14.42362 50.07822),Praha 1
168,1081430,50.08977,14.42237,9,2.0,3.0,4.0,252.52,2,1125,277,4.54,0,0,0,0,0,0,1,0,0,POINT (14.42237 50.08977),Praha 1
169,1101093,50.10538,14.44766,3,1.5,2.0,2.0,76.96000000000001,3,30,134,4.87,0,0,0,1,0,0,1,0,0,POINT (14.44766 50.10538),Praha 7
170,1103679,50.08818,14.46965,4,1.0,1.0,2.0,38.52,6,1125,11,4.9,0,0,0,1,0,0,1,0,0,POINT (14.46965 50.08818),Praha 3
171,1111076,50.08143,14.42135,4,1.5,2.0,2.0,172.4,3,30,161,4.78,0,0,0,1,0,0,1,0,0,POINT (14.42135 50.08143),Praha 1
172,1116016,50.13338,14.46444,4,1.0,2.0,4.0,38.0,1,1125,250,4.42,0,0,0,1,0,0,1,0,0,POINT (14.46444 50.13338),Praha 8
173,1143098,50.08977,14.42237,4,1.5,1.0,1.0,127.92,2,1125,241,4.59,0,0,0,1,0,0,1,0,0,POINT (14.42237 50.08977),Praha 1
174,1151056,50.08754,14.41994,4,1.0,1.0,2.0,133.72,2,1125,592,4.89,0,0,0,1,0,0,1,0,0,POINT (14.41994 50.08754),Praha 1
175,1153832,50.09169,14.42618,7,2.5,3.0,5.0,369.40000000000003,3,1124,167,4.9,0,0,0,1,0,0,1,0,0,POINT (14.42618 50.09169),Praha 1
177,1167382,50.08827,14.39989,4,1.0,0.0,4.0,94.16,30,365,129,4.73,0,0,0,0,0,0,1,0,0,POINT (14.39989 50.08827),Praha 1
178,1169103,50.07183074951172,14.438589096069336,4,1.5,2.0,4.0,245.6,1,1125,6,4.67,0,0,0,1,0,0,1,0,0,POINT (14.438589096069336 50.07183074951172),Praha 2
179,1184697,50.04435,14.45453,5,1.5,2.0,3.0,100.4,3,366,34,4.45,0,0,0,1,0,0,1,0,0,POINT (14.45453 50.04435),Praha 4
180,1200137,50.08522,14.4478,4,1.0,1.0,2.0,71.84,2,365,340,4.53,0,0,0,1,0,0,1,0,0,POINT (14.4478 50.08522),Praha 3
183,1221884,50.0777,14.43316,3,1.0,1.0,3.0,91.44,2,62,214,4.9,0,0,0,1,0,0,1,0,0,POINT (14.43316 50.0777),Praha 2
184,1230431,50.1045,14.4464,2,1.0,0.0,1.0,100.0,3,14,134,4.95,0,0,0,1,0,0,1,0,0,POINT (14.4464 50.1045),Praha 7
185,1231557,50.07123,14.4496,5,1.0,2.0,4.0,100.4,2,20,54,4.91,0,0,0,1,0,0,1,0,0,POINT (14.4496 50.07123),Praha 10
186,1238371,50.07902,14.40655,4,1.0,1.0,2.0,106.48,3,1125,32,4.88,0,0,0,1,0,0,1,0,0,POINT (14.40655 50.07902),Praha 5
187,1244351,50.08153,14.42024,4,1.5,2.0,2.0,129.24,3,1125,0,4.81,0,0,0,1,0,0,1,0,0,POINT (14.42024 50.08153),Praha 1
188,1249820,50.10439,14.44738,2,1.0,1.0,1.0,109.16,3,10,14,4.93,0,0,0,1,0,0,1,0,0,POINT (14.44738 50.10439),Praha 7
189,1252184,50.09027,14.42215,4,1.0,1.0,2.0,116.60000000000001,1,180,276,4.89,0,0,0,1,0,0,1,0,0,POINT (14.42215 50.09027),Praha 1
190,1261171,50.10004,14.43392,1,1.5,1.0,1.0,32.2,4,1125,19,4.84,0,0,0,1,0,0,0,1,0,POINT (14.43392 50.10004),Praha 7
